,MEASUREMENT_TIME,ID_INPUT,VALUE,PRIVATE_DATA
281,2023-01-19 20:17:49.153,3,Search,0
282,2023-01-19 20:17:49.153,1,6732,0
283,2023-01-19 20:17:49.153,2,7988,0
284,2023-01-19 20:17:49.153,6,560,0
285,2023-01-19 20:17:49.153,7,1360,0
286,2023-01-19 20:17:49.153,10,0,0
287,2023-01-19 20:17:49.153,9,1032,0
288,2023-01-19 20:17:51.166,8,0,0
289,2023-01-19 20:17:51.166,0,65838,0
290,2023-01-19 20:17:51.166,1,6512,0
291,2023-01-19 20:17:51.166,3,Missing String.,0
292,2023-01-19 20:17:51.166,4,explorer.exe,0
293,2023-01-19 20:17:51.166,5,ApplicationManager_DesktopShellWindow,0
294,2023-01-19 20:17:51.166,2,7308,0
295,2023-01-19 20:17:51.166,6,0,0
296,2023-01-19 20:17:51.166,7,0,0
297,2023-01-19 20:17:51.166,9,0,0
298,2023-01-19 20:17:51.166,10,0,0
299,2023-01-19 20:17:51.166,11,1,0
300,2023-01-19 20:17:53.284,9,545,0
301,2023-01-19 20:17:53.284,0,460810,0
302,2023-01-19 20:17:53.284,1,2916,0
303,2023-01-19 20:17:53.284,10,0,0
304,2023-01-19 20:17:53.284,6,26,0
305,2023-01-19 20:17:53.284,2,6716,0
306,2023-01-19 20:17:53.284,11,0,0
307,2023-01-19 20:17:53.284,3,Administrator: Command Prompt,0
308,2023-01-19 20:17:53.284,4,Unable To Open Process,0
309,2023-01-19 20:17:53.284,5,ConsoleWindowClass,0
310,2023-01-19 20:17:53.284,8,26,0
311,2023-01-19 20:17:53.284,7,1019,0
312,2023-01-19 20:17:58.312,1,6512,0
313,2023-01-19 20:17:58.312,11,1,0
314,2023-01-19 20:17:58.312,3,Program Manager,0
315,2023-01-19 20:17:58.312,9,1080,0
316,2023-01-19 20:17:58.312,8,0,0
317,2023-01-19 20:17:58.312,10,0,0
318,2023-01-19 20:17:58.312,2,6516,0
319,2023-01-19 20:17:58.312,0,65786,0
320,2023-01-19 20:17:58.312,5,Progman,0
321,2023-01-19 20:17:58.312,4,explorer.exe,0
322,2023-01-19 20:17:58.312,6,0,0
323,2023-01-19 20:17:58.312,7,1920,0
324,2023-01-19 20:18:03.347,0,67100,0
325,2023-01-19 20:18:03.347,1,13244,0
326,2023-01-19 20:18:03.347,2,11684,0
327,2023-01-19 20:18:03.347,6,-8,0
328,2023-01-19 20:18:03.347,7,1928,0
329,2023-01-19 20:18:03.347,8,-8,0
330,2023-01-19 20:18:03.347,9,1040,0
331,2023-01-19 20:18:03.347,10,0,0
332,2023-01-19 20:18:03.347,11,0,0
333,2023-01-19 20:18:03.347,5,Chrome_WidgetWin_1,0
334,2023-01-19 20:18:03.347,3,Python Release Python 3.11.1 | Python.org - Google Chrome,0
335,2023-01-19 20:18:03.347,4,chrome.exe,0
